node_id,scope,source,source_method,mart_model,source_set,source_confidence,metric_base,aggregation,product,department,grain,grain_source,schema_verified,tenant,node_class,is_derived,keep,type,type_confidence,dimensions,card_endpoint,series_endpoint,n_card,n_series,n_breakdown,mart_source,formula,formula_components,occurrences,source_dashboards,raw_ids,roles,data_owner,steward,sensitivity,compliance_tags,description,unit,polarity,aliases,last_updated,refresh_cadence,sla,null_rate,completeness,quality_score,is_kpi,priority_tier,seasonality_profile,stationarity,volatility,status,version,source_columns,source_expr,availability,history_start,history_end,n_periods
blended.risk,blended,magento,dbt,mart_customer_health,magento,high,risk,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,no,,,,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,risk-distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Risk (number) — metric on blended [Customer IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.roas,blended,multi,dbt,mart_annual_planning_summary|mart_ceo_daily_pulse|mart_marketing_mix,ga4|google_ads|linkedin_ads|meta_ads,high,roas,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,yes,yes,controllable,high,,/api/v1/ceo-pulse/metrics/roas,/api/v1/annual-planning/charts/blended_roas,5,2,0,DB_RARE_SEEDS.MARTS.mart_annual_planning_summary|DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse|DB_RARE_SEEDS.MARTS.mart_marketing_mix,,,6,annual_planning|ceo_pulse|marketing_mix|monthly_review|quarterly_review|weekly_exec,blended_roas|roas|roas_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Roas (ratio) — metric on blended [Marketing IQ], higher_is_better.",ratio,higher_is_better,,,daily,,,,,yes,1,,,,active,1,NET_REVENUE|TOTAL_AD_SPEND,CASE WHEN total_ad_spend > 0 THEN net_revenue / total_ad_spend ELSE 0 END,available,2024-04-23,2025-12-31,618
blended.roas.avg,blended,multi,dbt,creative_performance|mart_audience_performance|mart_campaign_matrix,google_ads|klaviyo|linkedin_ads|meta_ads,high,roas,avg,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/audience-performance/metrics/average_roas,,3,0,0,DB_RARE_SEEDS.MARTS.creative_performance|DB_RARE_SEEDS.MARTS.mart_audience_performance|DB_RARE_SEEDS.MARTS.mart_campaign_matrix,case when spend > 0 then conversion_value / spend end,conversion_value|spend,3,audience_performance|campaign_matrix|creative_performance,average_roas|avg_roas,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Roas (ratio) — metric on blended [Marketing IQ], higher_is_better.",ratio,higher_is_better,,,daily,,,,,yes,1,,,,active,1,CONVERSION_VALUE|SPEND,CASE WHEN SUM(SPEND) > 0 THEN SUM(CONVERSION_VALUE) / SUM(SPEND) ELSE 0 END,empty,,,
blended.saturation,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,saturation,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/quarterly-review/charts/channel_saturation,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,channel_saturation,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Saturation (ratio) — metric on blended [Marketing IQ], neutral.",ratio,neutral,,,quarterly,,,,,no,3,,,,active,1,,,empty,,,
blended.scale,blended,multi,dbt,mart_campaign_matrix,google_ads|klaviyo|linkedin_ads|meta_ads,high,scale,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/campaign-matrix/metrics/scale,,1,0,0,DB_RARE_SEEDS.MARTS.mart_campaign_matrix,,,1,campaign_matrix,scale,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Scale (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.scale_opportunity,blended,multi,dbt,mart_campaign_matrix,google_ads|klaviyo|linkedin_ads|meta_ads,high,scale_opportunity,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/campaign-matrix/metrics/scale_opportunity,,1,0,0,DB_RARE_SEEDS.MARTS.mart_campaign_matrix,,,1,campaign_matrix,scale_opportunity,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Scale Opportunity (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.schema_coverage,blended,,heuristic,,,low,schema_coverage,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/schema_coverage,0,1,0,,,,1,data_quality,schema_coverage,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Schema Coverage (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.schema_freshness,blended,,heuristic,,,low,schema_freshness,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/schema_freshness,0,1,0,,,,1,data_quality,schema_freshness,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Schema Freshness (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.schema_status,blended,,heuristic,,,low,schema_status,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/schema_status,0,1,0,,,,1,data_quality,schema_status,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Schema Status (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.seasonal_factors,blended,,heuristic,,,low,seasonal_factors,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,external,high,,,/api/v1/alerts-config/charts/seasonal_factors,0,1,0,,,,1,alerts_config,seasonal_factors,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Seasonal Factors (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.seasonality,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,seasonality,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,external,high,,,/api/v1/quarterly-review/charts/seasonality,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,seasonality,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Seasonality (index) — metric on blended [Marketing IQ], neutral.",index,neutral,,,quarterly,,,,,no,3,,,,active,1,,,empty,,,
blended.segment,blended,magento,dbt,mart_customer_cohort,magento,high,segment,level,Customer IQ,Customer Success,monthly,dbt,no,rare_seeds,observable,no,no,,,segment,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_customer_cohort,,,1,cohort_analysis,segment-distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Segment (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.sessions,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,sessions,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,/api/v1/ceo-pulse/metrics/sessions,,2,0,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,2,ceo_pulse|weekly_exec,sessions,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Sessions (count) — metric on blended [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,yes,1,,,,active,1,SESSIONS,"SUM(NVL(SESSIONS, 0))",empty,,,
blended.size,blended,magento,dbt,mart_customer_cohort,magento,high,size,level,Customer IQ,Customer Success,monthly,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/cohort-analysis/charts/cohort-size-trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_cohort,,,1,cohort_analysis,cohort-size-trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Size (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.sparklines,blended,,heuristic,,,low,sparklines,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/sparklines,0,1,0,,,,1,data_quality,sparklines,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Sparklines (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.spend,blended,,heuristic,,,low,spend,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,no,,,,/api/v1/weekly-exec/metrics/spend,/api/v1/data-quality/charts/spend_comparison,1,1,0,,,,2,data_quality|weekly_exec,spend|spend_comparison,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Spend (currency) — metric on blended [Marketing IQ], lever.",currency,lever,,,daily,,,,,yes,1,,,,active,1,,,,,,
blended.spend.sum,blended,multi,dbt,creative_performance|mart_campaign_matrix|mart_marketing_mix,google_ads|klaviyo|linkedin_ads|meta_ads,high,spend,sum,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,controllable,high,,/api/v1/campaign-matrix/metrics/total_spend,,3,0,0,DB_RARE_SEEDS.MARTS.creative_performance|DB_RARE_SEEDS.MARTS.mart_campaign_matrix|DB_RARE_SEEDS.MARTS.mart_marketing_mix,,,3,campaign_matrix|creative_performance|marketing_mix,total_spend,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Spend (currency) — metric on blended [Marketing IQ], lever.",currency,lever,,,daily,,,,,yes,1,,,,active,1,REVENUE|SPEND,-- Spend and revenue SUM(spend),available,2024-04-23,2025-12-31,618
blended.statistical_thresholds,blended,,heuristic,,,low,statistical_thresholds,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/statistical_thresholds,0,1,0,,,,1,data_quality,statistical_thresholds,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Statistical Thresholds (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.strategic_initiatives,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,strategic_initiatives,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/quarterly-review/charts/strategic_initiatives,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,strategic_initiatives,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Strategic Initiatives (percent) — metric on blended [Marketing IQ], neutral.",percent,neutral,,,quarterly,,,,,no,3,,,,active,1,,,empty,,,
blended.summary,blended,,heuristic,,,low,summary,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,no,,,,,/api/v1/alerts-config/charts/summary,0,1,0,,,,1,alerts_config,summary,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Summary (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.sync_status,blended,,heuristic,,,low,sync_status,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/sync_status,0,1,0,,,,1,data_quality,sync_status,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Sync Status (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.table_count,blended,,heuristic,,,low,table_count,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/table_count,0,1,0,,,,1,data_quality,table_count,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Table Count (count) — metric on blended [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.test_kill,blended,multi,dbt,mart_campaign_matrix,google_ads|klaviyo|linkedin_ads|meta_ads,high,test_kill,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/campaign-matrix/metrics/test_kill,,1,0,0,DB_RARE_SEEDS.MARTS.mart_campaign_matrix,,,1,campaign_matrix,test_kill,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Test Kill (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.to_conversion,blended,multi,dbt,mart_attribution_daily,ga4|google_ads|meta_ads,high,to_conversion,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/attribution/charts/time_to_conversion,0,1,0,DB_RARE_SEEDS.MARTS.mart_attribution_daily,,,1,attribution,time_to_conversion,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"To Conversion (number) — metric on blended [Marketing IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.todays_pacing,blended,multi,dbt,mart_budget_pacing,google_ads|linkedin_ads|meta_ads,high,todays_pacing,level,Marketing IQ,Finance / Exec,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/budget-pacing/metrics/todays_pacing,,1,0,0,DB_RARE_SEEDS.MARTS.mart_budget_pacing,,,1,budget_pacing,todays_pacing,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Todays Pacing (days) — metric on blended [Marketing IQ], neutral.",days,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.top_position,blended,google_ads,dbt,mart_competitive_intelligence,google_ads,high,top_position,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,/api/v1/competitive/metrics/top_position,,1,0,0,DB_RARE_SEEDS.MARTS.mart_competitive_intelligence,,,1,competitive,top_position,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Top Position (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.traffic,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,traffic,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/ceo-pulse/charts/traffic_channels,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,ceo_pulse,traffic_channels,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Traffic (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.unsubscribe.rate,blended,magento,dbt,mart_customer_health,magento,high,unsubscribe,rate,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,yes,yes,mediator,low,,/api/v1/churn-analysis/metrics/unsubscribe-rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,unsubscribe-rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Unsubscribe (percent) — metric on blended [Customer IQ], lower_is_better.",percent,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.unsubscribe_cohorts,blended,magento,dbt,mart_customer_health,magento,high,unsubscribe_cohorts,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/churn-analysis/charts/unsubscribe-cohorts,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,unsubscribe-cohorts,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Unsubscribe Cohorts (number) — metric on blended [Customer IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.weekly_pacing,blended,multi,dbt,mart_budget_pacing,google_ads|linkedin_ads|meta_ads,high,weekly_pacing,level,Marketing IQ,Finance / Exec,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/budget-pacing/metrics/weekly_pacing,,1,0,0,DB_RARE_SEEDS.MARTS.mart_budget_pacing,,,1,budget_pacing,weekly_pacing,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Weekly Pacing (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,empty,,,
blended.weekly_trend,blended,,heuristic,,,low,weekly_trend,level,Marketing IQ,Finance / Exec,weekly,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/weekly-exec/charts/weekly_trend,0,1,0,,,,1,weekly_exec,weekly_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Weekly Trend (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,available,2024-04-22,2025-12-29,89
blended.win_back_flows,blended,magento,dbt,mart_customer_health,magento,high,win_back_flows,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/churn-analysis/charts/win-back-flows,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,win-back-flows,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Win Back Flows (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.wins,blended,,heuristic,,,low,wins,level,Marketing IQ,Finance / Exec,weekly,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/weekly-exec/charts/wins,0,1,0,,,,1,weekly_exec,wins,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Wins (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,empty,,,
blended.yoy_change,blended,multi,dbt,mart_annual_planning_summary,google_ads|linkedin_ads|meta_ads,high,yoy_change,level,Marketing IQ,Finance / Exec,annual,dbt,no,rare_seeds,observable,no,yes,controllable,high,,,/api/v1/annual-planning/charts/yoy_change,0,1,0,DB_RARE_SEEDS.MARTS.mart_annual_planning_summary,,,1,annual_planning,yoy_change,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Yoy Change (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,annual,,,,,no,3,,,,active,1,,,empty,,,
blended.yoy_growth,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,yoy_growth,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/quarterly-review/metrics/yoy_growth,/api/v1/quarterly-review/charts/channel_yoy_growth,1,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,channel_yoy_growth|yoy_growth,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Yoy Growth (number) — metric on blended [Marketing IQ], higher_is_better.",number,higher_is_better,,,annual,,,,,no,3,,,,active,1,REVENUE,CASE WHEN p.REVENUE > 0 THEN (c.REVENUE - p.REVENUE) / p.REVENUE * 100 END,empty,,,
ecom.active_customers,ecom,magento,dbt,mart_customer_segments_daily,magento,high,active_customers,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/active_customers,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,active_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Active Customers (count) — metric on ecom [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,ACTIVE_CUSTOMERS,SUM(ACTIVE_CUSTOMERS),empty,,,
ecom.aov,ecom,magento,dbt,mart_customer_segments_daily|mart_magento_daily,magento,high,aov,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-store-overview/metrics/aov,/api/v1/magento-customer-analytics/charts/aov_trend,1,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily|DB_RARE_SEEDS.MARTS.mart_magento_daily,,,2,magento_customer_analytics|magento_store_overview,aov|aov_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Aov (currency) — metric on ecom [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,GROSS_REVENUE|TOTAL_ORDERS,CASE WHEN SUM(TOTAL_ORDERS) > 0 THEN SUM(GROSS_REVENUE) / SUM(TOTAL_ORDERS) ELSE 0 END,available,2024-04-23,2025-12-31,618
ecom.availability,ecom,magento,dbt,mart_inventory_health,magento,high,availability,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,constraint,high,,,/api/v1/inventory/charts/category-availability,0,1,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,category-availability,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Availability (number) — metric on ecom [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.cart_to_purchase_rate.avg,ecom,magento,dbt,mart_inventory_health,magento,high,cart_to_purchase_rate,avg,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/inventory/metrics/avg-cart-to-purchase-rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,avg-cart-to-purchase-rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Cart To Purchase Rate (percent) — metric on ecom [Product IQ], neutral.",percent,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.churn_risk,ecom,magento,dbt,mart_customer_segments_daily,magento,high,churn_risk,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/magento-customer-analytics/charts/churn_risk_funnel,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,churn_risk_funnel,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Churn Risk (number) — metric on ecom [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.completion.rate,ecom,magento,heuristic,mart_magento_daily,magento,high,completion,rate,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,low,,/api/v1/magento-store-overview/metrics/completion_rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_magento_daily,,,1,magento_store_overview,completion_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Completion (percent) — metric on ecom [Marketing IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.conversion.rate,ecom,magento,heuristic,mart_magento_daily,magento,high,conversion,rate,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/magento-store-overview/metrics/conversion_rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_magento_daily,,,1,magento_store_overview,conversion_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Conversion (percent) — metric on ecom [Marketing IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,yes,1,,,,active,1,CLICKS|CONVERSIONS,CASE WHEN SUM(CLICKS) > 0 THEN SUM(CONVERSIONS) * 100.0 / SUM(CLICKS) ELSE 0 END,empty,,,
ecom.cross_sell_opportunities,ecom,magento,dbt,mart_customer_segments_daily,magento,high,cross_sell_opportunities,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-customer-analytics/charts/cross_sell_opportunities,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,cross_sell_opportunities,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Cross Sell Opportunities (number) — metric on ecom [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.customers,ecom,magento,dbt,mart_customer_segments_daily|mart_magento_daily,magento,high,customers,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-store-overview/metrics/customers,,1,0,1,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily|DB_RARE_SEEDS.MARTS.mart_magento_daily,,,2,magento_customer_analytics|magento_store_overview,customers|top_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Customers (count) — metric on ecom [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,CUSTOMER_ID,COUNT(DISTINCT customer_id),available,2024-04-23,2025-12-31,618
ecom.customers.sum,ecom,magento,dbt,mart_customer_segments_daily,magento,high,customers,sum,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/total_customers,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,total_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Customers (count) — metric on ecom [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,NEW_CUSTOMERS,SUM(NEW_CUSTOMERS),empty,,,
ecom.daily_funnel_trend,ecom,magento,dbt,mart_inventory_health,magento,high,daily_funnel_trend,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/inventory/charts/daily-funnel-trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,daily-funnel-trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Daily Funnel Trend (number) — metric on ecom [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.days_between_orders.avg,ecom,magento,dbt,mart_customer_segments_daily,magento,high,days_between_orders,avg,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/avg_days_between_orders,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,avg_days_between_orders,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Days Between Orders (count) — metric on ecom [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-23,2025-12-31,618
