canonical_id,chart_type,confidence,source,why
meta-creative:copy_length,bar,low,llm,Performance by copy-length buckets
meta-creative:cpc,kpi_card,high,entity_type,
meta-creative:cta_performance,bar,medium,llm,Performance compared across CTA button types
meta-creative:ctr,kpi_card,high,entity_type,
meta-creative:daily_trend,line,medium,name:_trend,
meta-creative:fatigue_alerts,table,high,entity_type,
meta-creative:format_performance,bar,medium,llm,Performance compared across creative formats
meta-creative:spend,kpi_card,high,entity_type,
meta-creative:top_creatives,table,high,entity_type,
meta-creative:total_creatives,kpi_card,high,entity_type,
meta-overview:action_breakdown,bar,low,llm,Counts compared across action types
meta-overview:adset_table,table,high,entity_type,
meta-overview:age_demographics,bar,high,llm,Distribution across age buckets
meta-overview:campaign_performance,table,high,entity_type,
meta-overview:creative_asset_summary,table,high,llm,"Asset library, multi-column detailed rows"
meta-overview:daily_trend,line,medium,name:_trend,
meta-overview:device_performance,bar,medium,llm,Performance compared across device types
meta-overview:gender_demographics,donut,high,llm,"Gender share, few-category proportion"
meta-overview:meta-cpm,kpi_card,high,entity_type,
meta-overview:meta-frequency,kpi_card,high,entity_type,
meta-overview:meta-reach,kpi_card,high,entity_type,
meta-overview:meta-roas,kpi_card,high,entity_type,
meta-overview:meta-spend,kpi_card,high,entity_type,
meta-overview:platform_distribution,donut,high,llm,Platform share of whole
meta-overview:region_performance,table,high,entity_type,
meta-prospecting:adset_performance,table,high,entity_type,
meta-prospecting:age_gender,grouped_bar,medium,llm,Age groups split by gender series
meta-prospecting:avg_cpm,kpi_card,high,entity_type,
meta-prospecting:avg_frequency,kpi_card,high,entity_type,
meta-prospecting:campaign_efficiency,table,high,entity_type,
meta-prospecting:cost_per1k_reach,kpi_card,high,entity_type,
meta-prospecting:day_of_week,bar,medium,llm,Spend distributed across days of week
meta-prospecting:lookalike_audiences_table,table,high,entity_type,
meta-prospecting:monthly_trend,line,medium,name:_trend,
meta-prospecting:objective_performance,bar,medium,llm,compares performance across campaign objectives
meta-prospecting:platform_distribution,donut,medium,llm,share of spend across nominal platforms
meta-prospecting:region,table,high,entity_type,
meta-prospecting:total_reach,kpi_card,high,entity_type,
meta-prospecting:total_spend,kpi_card,high,entity_type,
meta-retargeting:adset_performance,table,high,entity_type,
meta-retargeting:audience_inventory,table,high,entity_type,
meta-retargeting:audience_overlap,heatmap,medium,name:matrix,
meta-retargeting:audience_roas,bar,high,llm,ROAS compared across audience types
meta-retargeting:daily_trend,line,medium,name:_trend,
meta-retargeting:frequency_ctr,grouped_bar,medium,name:vs_,
meta-retargeting:frequency_distribution,bar,medium,llm,histogram of ad frequency buckets
meta-retargeting:retargeting-ctr,kpi_card,high,entity_type,
meta-retargeting:retargeting-fatigue,kpi_card,high,entity_type,
meta-retargeting:retargeting-frequency,kpi_card,high,entity_type,
meta-retargeting:retargeting-reach,kpi_card,high,entity_type,
meta-retargeting:retargeting-roas,kpi_card,high,entity_type,
meta-retargeting:retargeting-spend,kpi_card,high,entity_type,
ml-acquisition-forecast:avg_per_category,kpi_card,high,entity_type,
ml-acquisition-forecast:categories_forecast,kpi_card,high,entity_type,
ml-acquisition-forecast:distribution,line,medium,name:forecast,
ml-acquisition-forecast:forecast_table,table,high,entity_type,
ml-acquisition-forecast:pareto,bar,medium,llm,Pareto base is ranked contribution bars
ml-acquisition-forecast:share_treemap,treemap,medium,name:treemap,
ml-acquisition-forecast:top10_concentration,kpi_card,high,entity_type,
ml-acquisition-forecast:top_categories,line,medium,name:forecast,
ml-acquisition-forecast:top_category,kpi_card,high,entity_type,
ml-acquisition-forecast:total_forecast,kpi_card,high,entity_type,
ml-activation:avg_activation_propensity,kpi_card,high,entity_type,
ml-activation:expected_first_buyers,bar,medium,llm,Expected first-buyers per decile
ml-activation:feature_importance,horizontal_bar,high,llm,Top 20 ranked features
ml-activation:priority_count,kpi_card,high,entity_type,
ml-activation:propensity_distribution,bar,medium,llm,Propensity per decile bucket
ml-activation:segments_breakdown,donut,medium,llm,Composition of activation segments
ml-activation:total_prospects,kpi_card,high,entity_type,
ml-activation:watch_count,kpi_card,high,entity_type,
ml-brand-affinity:brand_by_tier,heatmap,medium,llm,Affinity intensity across brand-by-tier matrix
ml-brand-affinity:brand_distribution,bar,medium,llm,Audience distributed across brand preference categories
ml-brand-affinity:brand_switcher_pool,kpi_card,high,entity_type,
ml-brand-affinity:cross_brand_matrix,heatmap,medium,name:matrix,
ml-brand-affinity:loyalty_index,gauge,low,llm,"Single loyalty index, health-style score gauge"
ml-brand-affinity:multi_brand_customers,kpi_card,high,entity_type,
ml-brand-affinity:single_brand_loyalists,kpi_card,high,entity_type,
ml-brand-affinity:top_brand,kpi_card,high,entity_type,
ml-cart-recovery:abandoned_carts,kpi_card,high,entity_type,
ml-cart-recovery:avg_recovery_score,kpi_card,high,entity_type,
ml-cart-recovery:expected_recovered_carts,bar,high,llm,Value per ordered decile bucket
ml-cart-recovery:feature_importance,horizontal_bar,high,llm,Top-15 feature importances with long labels
ml-cart-recovery:high_medium_pool,kpi_card,high,entity_type,
ml-cart-recovery:horizon_comparison,grouped_bar,medium,name:_comparison,
ml-cart-recovery:score_distribution,bar,medium,llm,Histogram of recovery score buckets
ml-category-affinity:campaign_audience,bar,medium,llm,Audience size across confidence tiers
ml-category-affinity:category_distribution,bar,high,llm,Distribution across predicted categories
ml-category-affinity:confidence_heatmap,heatmap,medium,name:heatmap,
ml-category-affinity:confidence_tier,donut,medium,llm,"Confidence tier breakdown, proportion of whole"
ml-category-affinity:customers_table,table,high,entity_type,
ml-category-affinity:entropy_distribution,bar,high,llm,Histogram of prediction uncertainty buckets
ml-category-affinity:feature_importance,horizontal_bar,high,llm,"Top 10 signals ranked, labels"
ml-category-affinity:high_confidence,kpi_card,high,entity_type,
ml-category-affinity:per_class_metrics,heatmap,medium,llm,"Per-class metrics grid, classes by metric"
ml-category-affinity:ready_to_activate,table,high,entity_type,
ml-category-affinity:recommendation_depth,grouped_bar,medium,name:vs_,
ml-category-affinity:recommendation_strategy,donut,medium,llm,"Strategy split, proportion of whole"
ml-category-affinity:top1_served,kpi_card,high,entity_type,
ml-category-affinity:top3_served,kpi_card,high,entity_type,
ml-category-affinity:top_category_score,bar,high,llm,Average score compared by category
ml-category-affinity:total_scored,kpi_card,high,entity_type,
ml-category-buyer-breadth-forecast:avg_per_category,kpi_card,high,entity_type,
ml-category-buyer-breadth-forecast:categories_forecast,kpi_card,high,entity_type,
ml-category-buyer-breadth-forecast:distribution,line,medium,name:forecast,
ml-category-buyer-breadth-forecast:forecast_table,table,high,entity_type,
ml-category-buyer-breadth-forecast:pareto,bar,medium,llm,Pareto base is ranked contribution bars
ml-category-buyer-breadth-forecast:share_treemap,treemap,medium,name:treemap,
ml-category-buyer-breadth-forecast:top10_concentration,kpi_card,high,entity_type,
ml-category-buyer-breadth-forecast:top_categories,line,medium,name:forecast,
ml-category-buyer-breadth-forecast:top_category,kpi_card,high,entity_type,
ml-category-buyer-breadth-forecast:total_forecast,kpi_card,high,entity_type,
ml-category-purchase-propensity:category_distribution,horizontal_bar,high,llm,Top categories ranked by audience size
ml-category-purchase-propensity:category_heatmap,heatmap,medium,name:heatmap,
ml-category-purchase-propensity:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-category-purchase-propensity:high_purchase_propensity_pool,kpi_card,high,entity_type,
ml-category-purchase-propensity:model_auc,kpi_card,high,entity_type,
ml-category-purchase-propensity:purchase_likelihood_distribution,bar,high,llm,Histogram of purchase likelihood buckets
ml-category-purchase-propensity:top_opportunity_category,kpi_card,high,entity_type,
ml-category-purchase-propensity:total_customers_scored,kpi_card,high,entity_type,
ml-category-revenue-forecast:avg_per_category,kpi_card,high,entity_type,
ml-category-revenue-forecast:categories_forecast,kpi_card,high,entity_type,
ml-category-revenue-forecast:distribution,line,medium,name:forecast,
ml-category-revenue-forecast:forecast_table,table,high,entity_type,
ml-category-revenue-forecast:pareto,bar,medium,llm,Pareto base is ranked contribution bars
ml-category-revenue-forecast:share_treemap,treemap,medium,name:treemap,
ml-category-revenue-forecast:top10_concentration,kpi_card,high,entity_type,
ml-category-revenue-forecast:top_categories,line,medium,name:forecast,
ml-category-revenue-forecast:top_category,kpi_card,high,entity_type,
ml-category-revenue-forecast:total_forecast,kpi_card,high,entity_type,
ml-category-seasonality:avg_seasonality_index,kpi_card,high,entity_type,
ml-category-seasonality:highest_yoy_growth_category,kpi_card,high,entity_type,
ml-category-seasonality:monthly_revenue,line,high,llm,Revenue trend over months
ml-category-seasonality:off_peak_revenue_at_risk,kpi_card,high,entity_type,
ml-category-seasonality:peak_season_category,kpi_card,high,entity_type,
ml-category-seasonality:peak_trough,grouped_bar,medium,name:vs_,
ml-category-seasonality:seasonality_heatmap,heatmap,medium,name:heatmap,
ml-category-seasonality:yoy_comparison,grouped_bar,medium,name:_comparison,
ml-channel-affinity:avg_confidence,kpi_card,high,entity_type,
ml-channel-affinity:channel_by_tier,heatmap,medium,llm,Affinity intensity across channel-by-tier matrix
ml-channel-affinity:channel_distribution,bar,medium,llm,Audience distributed across channel preference categories
ml-channel-affinity:channel_matched,kpi_card,high,entity_type,
ml-channel-affinity:confidence_heatmap,heatmap,medium,name:heatmap,
ml-channel-affinity:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-channel-affinity:multi_channel_pool,kpi_card,high,entity_type,
ml-channel-affinity:top_channel,kpi_card,high,entity_type,
ml-channel-response-curve:budget_allocation,bar,low,llm,Recommended budget amount per channel
ml-channel-response-curve:channels_at_saturation,kpi_card,high,entity_type,
ml-channel-response-curve:marginal_roi,bar,medium,llm,Marginal ROI compared across channels
ml-channel-response-curve:optimal_budget_top_channel,kpi_card,high,entity_type,
ml-channel-response-curve:projected_incremental_revenue,kpi_card,high,entity_type,
ml-channel-response-curve:response_curves,line,medium,name:_curve,
ml-channel-response-curve:saturation_summary,table,medium,llm,Summary of saturation metrics per channel
ml-channel-response-curve:total_recommended_budget,kpi_card,high,entity_type,
ml-churn-analysis:action_summary,table,high,llm,recommended actions list
ml-churn-analysis:avg_churn_probability,kpi_card,high,entity_type,
ml-churn-analysis:churn_rate,kpi_card,high,entity_type,
ml-churn-analysis:churn_segments,bar,low,llm,sizes of churn archetype segments
ml-churn-analysis:clv_at_risk,kpi_card,high,entity_type,
ml-churn-analysis:customers_scored,kpi_card,high,entity_type,
ml-churn-analysis:decile_analysis,bar,medium,llm,lift value per ordered decile
ml-churn-analysis:expected_retained_value,kpi_card,high,entity_type,
ml-churn-analysis:feature_importance,horizontal_bar,high,llm,"top churn drivers ranked, long labels"
ml-churn-analysis:high_risk_customers,kpi_card,high,entity_type,
ml-churn-analysis:priority_customers_table,table,high,entity_type,
ml-churn-analysis:retained_revenue,kpi_card,high,entity_type,
ml-churn-analysis:retention_rate,kpi_card,high,entity_type,
ml-churn-analysis:revenue_at_risk,kpi_card,high,entity_type,
ml-churn-analysis:risk_distribution,bar,low,llm,customers across ordered risk bands
ml-churn-analysis:segment_performance,bar,low,llm,compares performance across segments
ml-discount-response-propensity:discount_responsive_count,kpi_card,high,entity_type,
ml-discount-response-propensity:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-discount-response-propensity:high_responders_count,kpi_card,high,entity_type,
ml-discount-response-propensity:model_auc,kpi_card,high,entity_type,
ml-discount-response-propensity:response_distribution,bar,high,llm,Histogram of predicted response probability across buckets
ml-discount-response-propensity:revenue_protected_count,kpi_card,high,entity_type,
ml-discount-response-propensity:revenue_risk,bar,low,llm,Revenue-at-risk amount likely compared across discount tiers
ml-discount-response-propensity:tier_segmentation,donut,medium,llm,Segmentation into discount tiers shows proportion of whole
ml-discount-response:break_even_discount,kpi_card,high,entity_type,
ml-discount-response:optimal_discount_range,kpi_card,high,entity_type,
ml-discount-response:peak_response_rate,kpi_card,high,entity_type,
ml-discount-response:recommendations,table,medium,llm,"Per-segment discount recommendations, actionable list"
ml-discount-response:response_curves,line,medium,name:_curve,
ml-discount-response:rev_max_discount,kpi_card,high,entity_type,
ml-discount-response:revenue_impact,bar,medium,llm,Revenue compared across discrete discount levels
ml-discount-response:segment_breakdown,bar,medium,llm,Response rate compared across customer segments
ml-first-repeat:avg_repeat_propensity,kpi_card,high,entity_type,
ml-first-repeat:expected_repeat_buyers,bar,high,llm,Expected buyers per ordered decile bucket
ml-first-repeat:feature_importance,horizontal_bar,high,llm,"Top features by gain, long labels"
ml-first-repeat:median_repeat_propensity,kpi_card,high,entity_type,
ml-first-repeat:one_time_buyers,kpi_card,high,entity_type,
ml-first-repeat:propensity_by_decile,bar,high,llm,Propensity value per ordered decile bucket
ml-first-repeat:segments_breakdown,donut,medium,llm,Composition share across repeat segments
ml-first-repeat:top_decile_pool,kpi_card,high,entity_type,
ml-high-value-propensity:feature_importance,horizontal_bar,high,llm,"Top predictive features ranked, labels"
ml-high-value-propensity:high_propensity_pool,kpi_card,high,entity_type,
ml-high-value-propensity:model_auc,kpi_card,high,entity_type,
ml-high-value-propensity:predicted_new_hv_customers,kpi_card,high,entity_type,
ml-high-value-propensity:revenue_concentration,donut,medium,llm,Revenue share concentrated by tier
ml-high-value-propensity:score_distribution,bar,high,llm,Histogram of propensity scores
ml-high-value-propensity:tier_breakdown,donut,medium,llm,"Tier breakdown, proportion of whole"
ml-high-value-propensity:total_customers_scored,kpi_card,high,entity_type,
ml-intervention-propensity:actionable_customers,kpi_card,high,entity_type,
ml-intervention-propensity:cohort_trend,line,medium,name:_trend,
ml-intervention-propensity:email_engagement,grouped_bar,medium,name:vs_,
ml-intervention-propensity:frequency_segments,bar,medium,llm,Propensity compared across frequency segments
ml-intervention-propensity:high_response_pool,kpi_card,high,entity_type,
ml-intervention-propensity:intervention_types,donut,medium,llm,"Intervention type breakdown, proportion of whole"
ml-intervention-propensity:mean_propensity,kpi_card,high,entity_type,
ml-intervention-propensity:model_auc,kpi_card,high,entity_type,
ml-intervention-propensity:propensity_by_type,grouped_bar,medium,llm,"Tiers across intervention types, multi-series"
ml-intervention-propensity:propensity_distribution,bar,high,llm,Histogram of propensity scores into buckets
ml-intervention-propensity:propensity_tiers,donut,medium,llm,Tier segmentation as proportion of whole
ml-intervention-propensity:response_drivers,horizontal_bar,high,llm,Top drivers ranked with feature labels
ml-intervention-propensity:top_intervention_type,kpi_card,high,entity_type,
ml-life-cycle-stage:active_customers,kpi_card,high,entity_type,
ml-life-cycle-stage:at_risk_customers,kpi_card,high,entity_type,
ml-life-cycle-stage:avg_stage_duration_days,kpi_card,high,entity_type,
ml-life-cycle-stage:stage_cohort_trend,line,medium,name:_trend,
ml-life-cycle-stage:stage_distribution,bar,medium,llm,Customer counts distributed across lifecycle stages
ml-life-cycle-stage:stage_migration_flow,sankey,high,llm,Customer migration flow between lifecycle stages
ml-life-cycle-stage:stage_revenue,bar,medium,llm,Revenue compared across lifecycle stages
ml-life-cycle-stage:stage_transition_rate,kpi_card,high,entity_type,
ml-markdown-optimal-timing:avg_optimal_markdown_depth,kpi_card,high,entity_type,
ml-markdown-optimal-timing:markdown_distribution,bar,medium,llm,Histogram of optimal markdown percentages
ml-markdown-optimal-timing:markdown_ready_now,kpi_card,high,entity_type,
ml-markdown-optimal-timing:projected_margin_recovery,kpi_card,high,entity_type,
ml-markdown-optimal-timing:revenue_recovery,bar,medium,llm,Projected recovery compared across categories
ml-markdown-optimal-timing:revenue_uplift_vs_no_markdown,kpi_card,high,entity_type,
ml-markdown-optimal-timing:timing_scatter,scatter,medium,name:scatter,
ml-markdown-optimal-timing:urgency_distribution,donut,medium,llm,Proportion across markdown urgency tiers
ml-marketing-mix-campaign:attribution_method,donut,medium,llm,Attribution method composition mix
ml-marketing-mix-campaign:blended_roas,kpi_card,high,entity_type,
ml-marketing-mix-campaign:budget_allocator,table,low,llm,Reallocation recommendations with per-channel columns
ml-marketing-mix-campaign:campaign_performance_map,scatter,medium,llm,Campaigns plotted on two performance axes
ml-marketing-mix-campaign:campaign_treemap,treemap,medium,name:treemap,
ml-marketing-mix-campaign:data_quality_tier,donut,low,llm,Composition across data quality tiers
ml-marketing-mix-campaign:reallocation_upside,kpi_card,high,entity_type,
ml-marketing-mix-campaign:saturation_curves,line,medium,name:_curve,
ml-marketing-mix-campaign:share_budget_return,grouped_bar,medium,name:vs_,
ml-marketing-mix-campaign:top_campaigns_pareto,bar,medium,llm,Pareto ranked bars descending
ml-marketing-mix-campaign:top_campaigns_revenue,horizontal_bar,medium,llm,"Top campaigns ranked by revenue, long labels"
ml-marketing-mix-campaign:top_campaigns_spend,horizontal_bar,medium,llm,"Top campaigns ranked by spend, long labels"
ml-marketing-mix-campaign:total_incremental_revenue,kpi_card,high,entity_type,
ml-marketing-mix-campaign:total_spend,kpi_card,high,entity_type,
ml-marketing-mix-forecast:cumulative_pacing,gauge,medium,name:pacing,
ml-marketing-mix-forecast:downside_risk,line,low,llm,Forecast downside floor over time
ml-marketing-mix-forecast:forecast,line,medium,name:forecast,
ml-marketing-mix-forecast:forecast_vs_last_year,line,medium,name:forecast,
ml-marketing-mix-forecast:growth_vs_prior,kpi_card,high,entity_type,
ml-marketing-mix-forecast:peak_seasonality,line,high,llm,Weekly revenue seasonality over time
ml-marketing-mix-forecast:peak_week,kpi_card,high,entity_type,
ml-marketing-mix-forecast:quarter_range,kpi_card,high,entity_type,
ml-marketing-mix-forecast:quarter_total_forecast,kpi_card,high,entity_type,
ml-marketing-mix:adstock_decay,line,high,llm,Adstock effect decaying over time
ml-marketing-mix:attribution,sankey,low,llm,Revenue attribution flow across channels
ml-marketing-mix:blended_roas,kpi_card,high,entity_type,
ml-marketing-mix:budget_optimization,donut,medium,llm,Budget allocation as proportion of whole
ml-marketing-mix:channel_roas,bar,high,llm,ROAS compared across channels
ml-marketing-mix:marginal_roas,line,medium,llm,Marginal ROAS curve over spend
ml-marketing-mix:model_fit,grouped_bar,medium,name:vs_,
ml-marketing-mix:organic_revenue,kpi_card,high,entity_type,
ml-marketing-mix:paid_revenue,kpi_card,high,entity_type,
ml-marketing-mix:response_curves,line,medium,name:_curve,
ml-marketing-mix:saturation,line,medium,llm,Saturation response curve over spend
ml-marketing-mix:total_revenue,kpi_card,high,entity_type,
ml-marketing-mix:total_spend,kpi_card,high,entity_type,
ml-message-affinity:avg_confidence,kpi_card,high,entity_type,
ml-message-affinity:high_confidence_pool,kpi_card,high,entity_type,
ml-message-affinity:message_by_tier,heatmap,medium,llm,Preference intensity across message-by-tier matrix
ml-message-affinity:message_channel_heatmap,heatmap,medium,name:heatmap,
ml-message-affinity:message_distribution,bar,medium,llm,Audience distributed across message type categories
ml-message-affinity:top_affinity_signals,horizontal_bar,medium,llm,"Top signals ranked, long labels"
ml-message-affinity:top_message_type,kpi_card,high,entity_type,
ml-message-affinity:total_segmented,kpi_card,high,entity_type,
ml-models:channel_attribution,bar,low,llm,attributed value compared across channels
ml-models:churn_risk_matrix,heatmap,medium,name:matrix,
ml-models:clv_segment_details,table,high,entity_type,
ml-models:cohort_ltv_analysis,heatmap,low,llm,cohort rows by period LTV grid
ml-models:expected_order_timeline,line,medium,llm,expected orders over time
ml-models:ltv_distribution,bar,high,llm,histogram of LTV buckets
ml-models:marketing_mix_model,bar,low,llm,channel revenue contributions compared
ml-models:next_best_action,table,high,llm,recommendations list
ml-offer-type-response:avg_conversion_rate,kpi_card,high,entity_type,
ml-offer-type-response:conversion_by_type,bar,medium,llm,Conversion rate compared across offer types
ml-offer-type-response:offer_distribution,donut,medium,llm,Share of campaigns by offer type
ml-offer-type-response:offer_segment_match_rate,kpi_card,high,entity_type,
ml-offer-type-response:revenue_by_type,bar,medium,llm,Revenue compared across offer types
ml-offer-type-response:revenue_per_top_offer,kpi_card,high,entity_type,
ml-offer-type-response:segment_heatmap,heatmap,medium,name:heatmap,
ml-offer-type-response:top_converting_offer,kpi_card,high,entity_type,
ml-offer-value-lift:customers_scored,kpi_card,high,entity_type,
ml-offer-value-lift:feature_importance,horizontal_bar,high,llm,"Ranked feature importances, long labels"
ml-offer-value-lift:high_priority_pool,kpi_card,high,entity_type,
ml-offer-value-lift:high_priority_share,kpi_card,high,entity_type,
ml-offer-value-lift:horizon_comparison,grouped_bar,medium,name:_comparison,
ml-offer-value-lift:priority_breakdown,donut,medium,llm,Composition across priority tiers
ml-offer-value-lift:score_distribution,bar,high,llm,Histogram of response score buckets
ml-offer-value-lift:top_decile_concentration,kpi_card,high,entity_type,
ml-order-value:aov_uplift,kpi_card,high,entity_type,
ml-order-value:avg_predicted_aov,kpi_card,high,entity_type,
ml-order-value:high_confidence_count,kpi_card,high,entity_type,
ml-order-value:median_uncertainty,kpi_card,high,entity_type,
ml-order-value:premium_count,kpi_card,high,entity_type,
ml-order-value:total_customers_scored,kpi_card,high,entity_type,
ml-order-value:total_expected_revenue,kpi_card,high,entity_type,
ml-order-value:whale_target_count,kpi_card,high,entity_type,
ml-price-affinity:aov_by_tier,bar,high,llm,Average order value compared across price tiers
ml-price-affinity:avg_wtp_score,kpi_card,high,entity_type,
ml-price-affinity:budget_customers,kpi_card,high,entity_type,
ml-price-affinity:customers_table,table,high,entity_type,
ml-price-affinity:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-price-affinity:premium_customers,kpi_card,high,entity_type,
ml-price-affinity:tier_distribution,bar,medium,llm,Counts distributed across ordinal price tiers
ml-price-affinity:value_seekers,kpi_card,high,entity_type,
ml-price-affinity:wtp_distribution,bar,high,llm,Histogram of willingness-to-pay scores across buckets
ml-price-elasticity:avg_elasticity_coefficient,kpi_card,high,entity_type,
ml-price-elasticity:category_breakdown,bar,medium,llm,Elasticity compared across product categories
ml-price-elasticity:demand_curves,line,medium,name:_curve,
ml-price-elasticity:elasticity_distribution,bar,high,llm,Histogram of elasticity values across buckets
ml-price-elasticity:highly_elastic_products,kpi_card,high,entity_type,
ml-price-elasticity:inelastic_products,kpi_card,high,entity_type,
ml-price-elasticity:revenue_sensitivity_score,kpi_card,high,entity_type,
ml-price-elasticity:sensitivity_heatmap,heatmap,medium,name:heatmap,
ml-product-affinity:category_product_heatmap,heatmap,medium,name:heatmap,
ml-product-affinity:confidence_tier,donut,medium,llm,Confidence tier breakdown shows proportion of whole
ml-product-affinity:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-product-affinity:high_affinity_pool,kpi_card,high,entity_type,
ml-product-affinity:hit_rate_at_3,kpi_card,high,entity_type,
ml-product-affinity:product_distribution,horizontal_bar,high,llm,"Top products ranked by audience size, long names"
ml-product-affinity:top_recommended_product,kpi_card,high,entity_type,
ml-product-affinity:total_scored,kpi_card,high,entity_type,
ml-product-demand-forecast:avg_per_product,kpi_card,high,entity_type,
ml-product-demand-forecast:distribution,line,medium,name:forecast,
ml-product-demand-forecast:forecast_table,table,high,entity_type,
ml-product-demand-forecast:pareto,bar,medium,llm,Pareto base is ranked contribution bars
ml-product-demand-forecast:products_forecast,kpi_card,high,entity_type,
ml-product-demand-forecast:share_treemap,treemap,medium,name:treemap,
ml-product-demand-forecast:top_product,kpi_card,high,entity_type,
ml-product-demand-forecast:top_products,line,medium,name:forecast,
ml-product-demand-forecast:total_forecast,kpi_card,high,entity_type,
ml-product-demand-forecasting:category_forecast,line,medium,name:forecast,
ml-product-demand-forecasting:forecast_accuracy_mape,kpi_card,high,entity_type,
ml-product-demand-forecasting:forecast_vs_actual,line,medium,name:forecast,
ml-product-demand-forecasting:growth_distribution,bar,medium,llm,Histogram of growth rate buckets
ml-product-demand-forecasting:high_growth_products,kpi_card,high,entity_type,
ml-product-demand-forecasting:product_forecast,line,medium,name:forecast,
ml-product-demand-forecasting:products_forecasted,kpi_card,high,entity_type,
ml-product-demand-forecasting:total_forecasted_units_90d,kpi_card,high,entity_type,
ml-product-revenue-forecast:avg_per_product,kpi_card,high,entity_type,
ml-product-revenue-forecast:distribution,line,medium,name:forecast,
ml-product-revenue-forecast:forecast_table,table,high,entity_type,
ml-product-revenue-forecast:pareto,bar,medium,llm,Pareto base is ranked contribution bars
ml-product-revenue-forecast:products_forecast,kpi_card,high,entity_type,
ml-product-revenue-forecast:share_treemap,treemap,medium,name:treemap,
ml-product-revenue-forecast:top_product,kpi_card,high,entity_type,
ml-product-revenue-forecast:top_products,line,medium,name:forecast,
ml-product-revenue-forecast:total_forecast,kpi_card,high,entity_type,
ml-segment-value-trajectory:ascending_customers,kpi_card,high,entity_type,
ml-segment-value-trajectory:category_breakdown,grouped_bar,medium,name:vs_,
ml-segment-value-trajectory:customers_scored,kpi_card,high,entity_type,
ml-segment-value-trajectory:declining_customers,kpi_card,high,entity_type,
ml-segment-value-trajectory:feature_importance,horizontal_bar,high,llm,Ranked feature importances with long model-feature labels
ml-segment-value-trajectory:model_accuracy,kpi_card,high,entity_type,
ml-segment-value-trajectory:stable_high_value,kpi_card,high,entity_type,
ml-segment-value-trajectory:trajectory_distribution,bar,medium,llm,Counts distributed across trajectory categories
ml-segment-value-trajectory:value_change,bar,medium,llm,Predicted value change compared across segments
ml-stock-out-risk:avg_days_until_risk,kpi_card,high,entity_type,
ml-stock-out-risk:days_until_risk,horizontal_bar,medium,llm,Top products ranked by days until risk
ml-stock-out-risk:high_risk_products,kpi_card,high,entity_type,
ml-stock-out-risk:immediate_action_required,kpi_card,high,entity_type,
ml-stock-out-risk:revenue_at_risk,bar,medium,llm,Revenue at risk compared across categories
ml-stock-out-risk:revenue_at_stockout_risk,kpi_card,high,entity_type,
ml-stock-out-risk:risk_distribution,donut,medium,llm,Proportion of products per risk tier
ml-stock-out-risk:risk_heatmap,heatmap,medium,name:heatmap,
ml-timing-response:best_day_of_week,kpi_card,high,entity_type,
ml-timing-response:daily_response,bar,medium,llm,Response rate across seven weekdays
ml-timing-response:hourly_response,line,medium,llm,Response rate pattern across 24 hours
ml-timing-response:peak_response_hour,kpi_card,high,entity_type,
ml-timing-response:personalization_opportunity,kpi_card,high,entity_type,
ml-timing-response:seasonal_response,line,medium,llm,Seasonal response pattern over time
ml-timing-response:seasonal_sensitivity,kpi_card,high,entity_type,
ml-timing-response:timing_heatmap,heatmap,medium,name:heatmap,
ml-wallet-share-growth:avg_grow_probability,kpi_card,high,entity_type,
ml-wallet-share-growth:grow_distribution,bar,medium,llm,Histogram of grow-probability scores
ml-wallet-share-growth:growth_by_spend,bar,medium,llm,Growth propensity across spend tiers
ml-wallet-share-growth:growth_drivers,horizontal_bar,medium,llm,Ranked drivers of growth
ml-wallet-share-growth:growth_rate,kpi_card,high,entity_type,
ml-wallet-share-growth:growth_segments,donut,low,llm,Composition of customers across growth segments
ml-wallet-share-growth:top_growth_driver,kpi_card,high,entity_type,
ml-wallet-share-growth:untapped_low_spend,kpi_card,high,entity_type,
monthly-review:channel_profitability,table,high,entity_type,
monthly-review:cohort_retention,heatmap,high,llm,Cohort by period retention matrix
monthly-review:gross_margin,kpi_card,high,entity_type,
monthly-review:gross_margin_trend,line,medium,name:_trend,
monthly-review:ltv_cac_ratio,kpi_card,high,entity_type,
monthly-review:ltv_cac_trend,line,medium,name:_trend,
monthly-review:mer,kpi_card,high,entity_type,
monthly-review:mer_trend,line,medium,name:_trend,
monthly-review:new_customer_revenue,kpi_card,high,entity_type,
monthly-review:new_vs_returning,grouped_bar,medium,name:vs_,
monthly-review:revenue,kpi_card,high,entity_type,
monthly-review:revenue_vs_plan,grouped_bar,medium,name:vs_,
new-products:avg_revenue_per_product,kpi_card,high,entity_type,
new-products:launch_count,kpi_card,high,entity_type,
new-products:launches_by_month,bar,low,llm,monthly launch counts as volume bars
new-products:needs_optimization,table,high,entity_type,
new-products:needs_promotion,table,high,entity_type,
new-products:performance_tier_distribution,bar,low,llm,products across ordered performance tiers
new-products:product_stages,table,high,entity_type,
